#KEY;CONTENT;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_alien_generic;Alien;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_alien_generic_desc;This character does not hail from the Mushroom World.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_ameboid;Ameboid;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_ameboid_desc;This is an Ameboid. Originally existing in an alternate dimension, Ameboids are comprised of gel and possess no internal organs. Capable of division by mitosis, they can create up to five copies of themselves at once.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_aminata;Aminata;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_aminata_desc;This is an Aminata.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_anemone;Sea Amemone;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_anemone_desc;This is a Sea Anemone. Sea Anemones are native to underwater biomes and, to rule or function on land, must be in an acquatic enclosure.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_angry_sun;Angry Sun;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_angry_sun_desc;This is an Angry Sun. Despite its name, it is not any sort of star. Rather, it is a flying being of living fire and energy, consumed with rage at all life besides itself.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_generic_animal;Sentient Animal;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_generic_animal_desc;This is a jumped up animal that somehow managed to gain or possess sentience. These creatures almost always have extradimensional counterparts in the so-called "Earth", where men are thought to have come from eons ago.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_ankiron;Ankiron;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_ankiron_desc;This is an Ankiron: a fiercely armed tortoise featuring massive artillery arrays on its shell.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_anuboo;Anuboo;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_anuboo_desc;This is an Anuboo, a mysterious dog-like spirit native to the Teehee Valley of the Beanbean Kingdom.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_appleby;Appleby;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_appleby_desc;This is an Appleby. Applebies are creatures that live underground, only surfacing to plant and harvest fruit or defend themselves. As their name suggests, apples are their primary source of food, and they will surface to plant their own apple orchards, that they may acquire more apples.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_attacky_sack;Attacky Sack;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_attacky_sack_desc;This is an Attacky Sack. Attacky Sacks are beautifully colored, flying, intelligent, spherical carnivores with a fierce appetite.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_balloon_generic;Balloon;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_balloon_generic_desc;This creature is some form of balloon or other latex-coated being capable of flight.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_bandinero;Bandinero;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_bandinero_desc;This is a Bandinero, native to the Shake Dimensions as well as the Mushroom World. Although Bandineroes are a type of Goom, they cannot produce fertile offspring with other Gooms and are thus considered a wholly separate species.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_bandit;Bandit;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_bandit_desc;This is a scheming Bandit. Distinguished by their height and lack of a mask, Bandits are a type of Shy Guy possessing fantastic speed and, as their name implies, a tendancy to engage in all forms of theft. Hiearchies of Bandits are very common: Bandits possessing far higher criminal skills will wear different colors than the standard blue or red, which normally indicate pickpockets. The traditional leader of a pack or family of Bandits is a Big Bandit, which has the exclusive privilege of donning green robes. However, Bandit underlings are not afraid to abandon Big Bandits that show weakness. Bandits are generally not to be trusted.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_barney_bubble;Barney Bubble;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_barney_bubble_desc;This is a Barney Bubble. Barney Bubbles are slow moving, long-lived beinngs that shoot weaponized bubbles.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_beaker;Beaker;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_beaker_desc;This is a Beaker. Beakers are quiet, pacifistic, spinning beings native to the Peaceful Woods, and once enslaved by Wario during his attempted conquest of what he deemed "Wario Woods".;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_beanish;Beanish;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_beanish_desc;This is a Beanish, a charasmatic humanoid and dominant species of the Beanbean Kingdom.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
species_beeing;Bee;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
